site,parameter,unit,date_ymd,result
Buffalo Pound Lake,Temperature,°C,1981-05-11,10.5
Buffalo Pound Lake,Temperature,°C,1981-07-21,22
Buffalo Pound Lake,Temperature,°C,1981-09-15,17.7
Buffalo Pound Lake,Temperature,°C,1981-11-17,NA
Buffalo Pound Lake,Temperature,°C,1982-02-23,NA
Buffalo Pound Lake,Temperature,°C,1982-03-23,NA
Buffalo Pound Lake,Temperature,°C,1982-05-25,13.2
Buffalo Pound Lake,Temperature,°C,1982-07-20,NA
Buffalo Pound Lake,Temperature,°C,1982-10-12,8
Buffalo Pound Lake,Temperature,°C,1983-02-15,4
Buffalo Pound Lake,Temperature,°C,1983-05-31,15
Buffalo Pound Lake,Temperature,°C,1983-07-11,20.5
Buffalo Pound Lake,Temperature,°C,1984-03-20,5.1
Buffalo Pound Lake,Temperature,°C,1988-10-17,9.3
Buffalo Pound Lake,Temperature,°C,1989-03-14,4.3
Buffalo Pound Lake,Temperature,°C,1989-06-19,NA
Buffalo Pound Lake,Temperature,°C,1989-07-24,24
Buffalo Pound Lake,Temperature,°C,1989-08-14,20.4
Buffalo Pound Lake,Temperature,°C,1989-10-30,6.8
Buffalo Pound Lake,Temperature,°C,1990-02-26,5.8
Buffalo Pound Lake,Temperature,°C,1990-05-01,8.1
Buffalo Pound Lake,Temperature,°C,1990-06-04,16.6
Buffalo Pound Lake,Temperature,°C,1990-07-09,21.2
Buffalo Pound Lake,Temperature,°C,1990-08-20,20.5
Buffalo Pound Lake,Temperature,°C,1991-03-13,6.2
Buffalo Pound Lake,Temperature,°C,1991-04-23,10.7
Buffalo Pound Lake,Temperature,°C,1991-08-20,22.1
Buffalo Pound Lake,Temperature,°C,1991-12-05,5.7
Buffalo Pound Lake,Temperature,°C,1992-04-28,7.8
Buffalo Pound Lake,Temperature,°C,1992-07-27,18.8
Buffalo Pound Lake,Temperature,°C,1992-09-22,11.2
Buffalo Pound Lake,Temperature,°C,1992-12-14,2.1
Buffalo Pound Lake,Temperature,°C,1993-05-01,13.2
Buffalo Pound Lake,Temperature,°C,1994-05-09,11.6
Buffalo Pound Lake,Temperature,°C,1995-05-15,12
Buffalo Pound Lake,Temperature,°C,1995-10-23,6.1
Buffalo Pound Lake,Temperature,°C,1996-05-27,12.6
Buffalo Pound Lake,Temperature,°C,1996-10-21,5.1
Buffalo Pound Lake,Temperature,°C,1997-05-12,10.9
Buffalo Pound Lake,Temperature,°C,1997-08-18,19.9
Buffalo Pound Lake,Temperature,°C,1998-06-01,17.5
Buffalo Pound Lake,Temperature,°C,1999-07-19,20
Buffalo Pound Lake,Temperature,°C,2000-05-08,13.5
Buffalo Pound Lake,Temperature,°C,2000-07-10,21.6
Buffalo Pound Lake,Temperature,°C,2000-10-02,12
Buffalo Pound Lake,Temperature,°C,2001-05-28,15.8
Buffalo Pound Lake,Temperature,°C,2001-08-13,21
Buffalo Pound Lake,Temperature,°C,2001-10-15,6.5
Buffalo Pound Lake,Temperature,°C,2002-05-13,9.2
Buffalo Pound Lake,Temperature,°C,2004-06-14,14.9
Buffalo Pound Lake,Temperature,°C,2005-05-16,9.7
Buffalo Pound Lake,Temperature,°C,2006-06-19,17.2
Buffalo Pound Lake,Temperature,°C,2007-06-11,17.4
Buffalo Pound Lake,Temperature,°C,2008-05-26,12.8
Buffalo Pound Lake,Temperature,°C,2008-08-19,20.9
Buffalo Pound Lake,Temperature,°C,2009-04-20,6.4
Buffalo Pound Lake,Temperature,°C,2009-05-27,13.1
Buffalo Pound Lake,Temperature,°C,2009-06-22,19.8
Buffalo Pound Lake,Temperature,°C,2009-09-21,16.7
Buffalo Pound Lake,Temperature,°C,2010-06-01,12.3
Buffalo Pound Lake,Temperature,°C,2011-06-28,19.9
Buffalo Pound Lake,Temperature,°C,2012-06-20,15.5
Buffalo Pound Lake,Turbidity,NTU,1980-02-11,1.5
Buffalo Pound Lake,Turbidity,NTU,1980-02-26,1.6
Buffalo Pound Lake,Turbidity,NTU,1980-04-14,2.3
Buffalo Pound Lake,Turbidity,NTU,1980-05-12,3.1
Buffalo Pound Lake,Turbidity,NTU,1980-06-10,3.5
Buffalo Pound Lake,Turbidity,NTU,1980-07-16,4.2
Buffalo Pound Lake,Turbidity,NTU,1980-09-16,2
Buffalo Pound Lake,Turbidity,NTU,1980-11-12,3.8
Buffalo Pound Lake,Turbidity,NTU,1981-01-20,1.3
Buffalo Pound Lake,Turbidity,NTU,1981-03-10,2.3
Buffalo Pound Lake,Turbidity,NTU,1981-05-11,2.7
Buffalo Pound Lake,Turbidity,NTU,1981-07-21,2.5
Buffalo Pound Lake,Turbidity,NTU,1981-09-15,2.1
Buffalo Pound Lake,Turbidity,NTU,1981-11-17,1.5
Buffalo Pound Lake,Turbidity,NTU,1982-02-23,0.84
Buffalo Pound Lake,Turbidity,NTU,1982-03-23,0.74
Buffalo Pound Lake,Turbidity,NTU,1982-05-25,3.3
Buffalo Pound Lake,Turbidity,NTU,1982-07-20,2.9
Buffalo Pound Lake,Turbidity,NTU,1982-10-12,2.3
Buffalo Pound Lake,Turbidity,NTU,1983-02-15,0.9
Buffalo Pound Lake,Turbidity,NTU,1983-05-31,1.7
Buffalo Pound Lake,Turbidity,NTU,1983-07-11,4.7
Buffalo Pound Lake,Turbidity,NTU,1984-03-20,3.1
Buffalo Pound Lake,Turbidity,NTU,1988-10-17,1.4
Buffalo Pound Lake,Turbidity,NTU,1989-03-14,0.87
Buffalo Pound Lake,Turbidity,NTU,1989-06-19,2.9
Buffalo Pound Lake,Turbidity,NTU,1989-07-24,2
Buffalo Pound Lake,Turbidity,NTU,1989-08-14,4.5
Buffalo Pound Lake,Turbidity,NTU,1989-10-30,1.32
Buffalo Pound Lake,Turbidity,NTU,1990-02-26,1.46
Buffalo Pound Lake,Turbidity,NTU,1990-05-01,2.54
Buffalo Pound Lake,Turbidity,NTU,1990-06-04,2.12
Buffalo Pound Lake,Turbidity,NTU,1990-07-09,3.3
Buffalo Pound Lake,Turbidity,NTU,1990-08-20,1.9
Buffalo Pound Lake,Turbidity,NTU,1991-03-13,0.42
Buffalo Pound Lake,Turbidity,NTU,1991-04-23,0.99
Buffalo Pound Lake,Turbidity,NTU,1991-08-20,8.2
Buffalo Pound Lake,Turbidity,NTU,1991-12-05,1.01
Buffalo Pound Lake,Turbidity,NTU,1992-04-28,2.48
Buffalo Pound Lake,Turbidity,NTU,1992-07-27,2.71
Buffalo Pound Lake,Turbidity,NTU,1992-09-22,3.6
Buffalo Pound Lake,Turbidity,NTU,1992-12-14,1.2
Buffalo Pound Lake,Turbidity,NTU,1993-05-01,7.24
Buffalo Pound Lake,Turbidity,NTU,1994-05-09,5.44
Buffalo Pound Lake,Turbidity,NTU,1995-05-15,1.68
Buffalo Pound Lake,Turbidity,NTU,1995-10-23,5.5
Buffalo Pound Lake,Turbidity,NTU,1996-05-27,3.07
Buffalo Pound Lake,Turbidity,NTU,1996-10-21,5.51
Buffalo Pound Lake,Turbidity,NTU,1997-05-12,8.87
Buffalo Pound Lake,Turbidity,NTU,1997-08-18,11.8
Buffalo Pound Lake,Turbidity,NTU,1998-06-01,3.46
Buffalo Pound Lake,Turbidity,NTU,1999-07-19,20.6
Buffalo Pound Lake,Turbidity,NTU,2000-05-08,7.72
Buffalo Pound Lake,Turbidity,NTU,2000-07-10,9.65
Buffalo Pound Lake,Turbidity,NTU,2000-10-02,6.16
Buffalo Pound Lake,Turbidity,NTU,2001-05-28,5.54
Buffalo Pound Lake,Turbidity,NTU,2001-08-13,10.3
Buffalo Pound Lake,Turbidity,NTU,2001-10-15,19.1
Buffalo Pound Lake,Turbidity,NTU,2002-05-13,4.5
Buffalo Pound Lake,Turbidity,NTU,2004-06-14,2.9
Buffalo Pound Lake,Turbidity,NTU,2005-05-16,1.46
Buffalo Pound Lake,Turbidity,NTU,2006-06-19,6.31
Buffalo Pound Lake,Turbidity,NTU,2007-06-11,6.53
Buffalo Pound Lake,Turbidity,NTU,2008-05-26,2.29
Buffalo Pound Lake,Turbidity,NTU,2008-08-19,5.03
Buffalo Pound Lake,Turbidity,NTU,2009-04-20,3.29
Buffalo Pound Lake,Turbidity,NTU,2009-05-27,2.07
Buffalo Pound Lake,Turbidity,NTU,2009-06-22,2.61
Buffalo Pound Lake,Turbidity,NTU,2009-09-21,4.87
Buffalo Pound Lake,Turbidity,NTU,2010-06-01,2.51
Buffalo Pound Lake,Turbidity,NTU,2011-06-28,3.81
Buffalo Pound Lake,Turbidity,NTU,2012-06-20,1.96
Buffalo Pound Lake,TSS,mg/L,1980-02-11,NA
Buffalo Pound Lake,TSS,mg/L,1980-02-26,NA
Buffalo Pound Lake,TSS,mg/L,1980-04-14,NA
Buffalo Pound Lake,TSS,mg/L,1980-05-12,NA
Buffalo Pound Lake,TSS,mg/L,1980-06-10,NA
Buffalo Pound Lake,TSS,mg/L,1980-07-16,NA
Buffalo Pound Lake,TSS,mg/L,1980-09-16,NA
Buffalo Pound Lake,TSS,mg/L,1980-11-12,NA
Buffalo Pound Lake,TSS,mg/L,1981-01-20,NA
Buffalo Pound Lake,TSS,mg/L,1981-03-10,NA
Buffalo Pound Lake,TSS,mg/L,1981-05-11,NA
Buffalo Pound Lake,TSS,mg/L,1981-07-21,NA
Buffalo Pound Lake,TSS,mg/L,1981-09-15,NA
Buffalo Pound Lake,TSS,mg/L,1981-11-17,NA
Buffalo Pound Lake,TSS,mg/L,1982-02-23,NA
Buffalo Pound Lake,TSS,mg/L,1982-03-23,NA
Buffalo Pound Lake,TSS,mg/L,1982-05-25,NA
Buffalo Pound Lake,TSS,mg/L,1982-07-20,NA
Buffalo Pound Lake,TSS,mg/L,1982-10-12,NA
Buffalo Pound Lake,TSS,mg/L,1983-02-15,NA
Buffalo Pound Lake,TSS,mg/L,1983-05-31,NA
Buffalo Pound Lake,TSS,mg/L,1983-07-11,NA
Buffalo Pound Lake,TSS,mg/L,1984-03-20,NA
Buffalo Pound Lake,TSS,mg/L,1988-10-17,NA
Buffalo Pound Lake,TSS,mg/L,1989-03-14,NA
Buffalo Pound Lake,TSS,mg/L,1989-06-19,NA
Buffalo Pound Lake,TSS,mg/L,1989-07-24,NA
Buffalo Pound Lake,TSS,mg/L,1989-08-14,NA
Buffalo Pound Lake,TSS,mg/L,1989-10-30,NA
Buffalo Pound Lake,TSS,mg/L,1990-02-26,NA
Buffalo Pound Lake,TSS,mg/L,1990-05-01,NA
Buffalo Pound Lake,TSS,mg/L,1990-06-04,NA
Buffalo Pound Lake,TSS,mg/L,1990-07-09,NA
Buffalo Pound Lake,TSS,mg/L,1990-08-20,NA
Buffalo Pound Lake,TSS,mg/L,1991-03-13,NA
Buffalo Pound Lake,TSS,mg/L,1991-04-23,NA
Buffalo Pound Lake,TSS,mg/L,1991-08-20,NA
Buffalo Pound Lake,TSS,mg/L,1991-12-05,NA
Buffalo Pound Lake,TSS,mg/L,1992-04-28,NA
Buffalo Pound Lake,TSS,mg/L,1992-07-27,NA
Buffalo Pound Lake,TSS,mg/L,1992-09-22,NA
Buffalo Pound Lake,TSS,mg/L,1992-12-14,NA
Buffalo Pound Lake,TSS,mg/L,1993-05-01,NA
Buffalo Pound Lake,TSS,mg/L,1994-05-09,NA
Buffalo Pound Lake,TSS,mg/L,1995-05-15,NA
Buffalo Pound Lake,TSS,mg/L,1995-10-23,NA
Buffalo Pound Lake,TSS,mg/L,1996-05-27,NA
Buffalo Pound Lake,TSS,mg/L,1996-10-21,NA
Buffalo Pound Lake,TSS,mg/L,1997-05-12,NA
Buffalo Pound Lake,TSS,mg/L,1997-08-18,NA
Buffalo Pound Lake,TSS,mg/L,1998-06-01,NA
Buffalo Pound Lake,TSS,mg/L,1999-07-19,NA
Buffalo Pound Lake,TSS,mg/L,2000-05-08,NA
Buffalo Pound Lake,TSS,mg/L,2000-07-10,NA
Buffalo Pound Lake,TSS,mg/L,2000-10-02,NA
Buffalo Pound Lake,TSS,mg/L,2001-05-28,NA
Buffalo Pound Lake,TSS,mg/L,2001-08-13,NA
Buffalo Pound Lake,TSS,mg/L,2001-10-15,NA
Buffalo Pound Lake,TSS,mg/L,2002-05-13,NA
Buffalo Pound Lake,TSS,mg/L,2004-06-14,NA
Buffalo Pound Lake,TSS,mg/L,2005-05-16,NA
Buffalo Pound Lake,TSS,mg/L,2006-06-19,NA
Buffalo Pound Lake,TSS,mg/L,2007-06-11,NA
Buffalo Pound Lake,TSS,mg/L,2008-05-26,NA
Buffalo Pound Lake,TSS,mg/L,2008-08-19,NA
Buffalo Pound Lake,TSS,mg/L,2009-04-20,5
Buffalo Pound Lake,TSS,mg/L,2009-05-27,0
Buffalo Pound Lake,TSS,mg/L,2009-06-22,2
Buffalo Pound Lake,TSS,mg/L,2009-09-21,4
Buffalo Pound Lake,TSS,mg/L,2010-06-01,0
Buffalo Pound Lake,TSS,mg/L,2011-06-28,0
Buffalo Pound Lake,TSS,mg/L,2012-06-20,1
Buffalo Pound Lake,TDS,mg/L,1980-02-11,NA
Buffalo Pound Lake,TDS,mg/L,1980-02-26,NA
Buffalo Pound Lake,TDS,mg/L,1980-04-14,NA
Buffalo Pound Lake,TDS,mg/L,1980-05-12,NA
Buffalo Pound Lake,TDS,mg/L,1980-06-10,NA
Buffalo Pound Lake,TDS,mg/L,1980-07-16,NA
Buffalo Pound Lake,TDS,mg/L,1980-09-16,NA
Buffalo Pound Lake,TDS,mg/L,1980-11-12,NA
Buffalo Pound Lake,TDS,mg/L,1981-01-20,NA
Buffalo Pound Lake,TDS,mg/L,1981-03-10,NA
Buffalo Pound Lake,TDS,mg/L,1981-05-11,NA
Buffalo Pound Lake,TDS,mg/L,1981-07-21,NA
Buffalo Pound Lake,TDS,mg/L,1981-09-15,NA
Buffalo Pound Lake,TDS,mg/L,1981-11-17,NA
Buffalo Pound Lake,TDS,mg/L,1982-02-23,NA
Buffalo Pound Lake,TDS,mg/L,1982-03-23,NA
Buffalo Pound Lake,TDS,mg/L,1982-05-25,NA
Buffalo Pound Lake,TDS,mg/L,1982-07-20,NA
Buffalo Pound Lake,TDS,mg/L,1982-10-12,NA
Buffalo Pound Lake,TDS,mg/L,1983-02-15,NA
Buffalo Pound Lake,TDS,mg/L,1983-05-31,NA
Buffalo Pound Lake,TDS,mg/L,1983-07-11,NA
Buffalo Pound Lake,TDS,mg/L,1984-03-20,NA
Buffalo Pound Lake,TDS,mg/L,1988-10-17,NA
Buffalo Pound Lake,TDS,mg/L,1989-03-14,NA
Buffalo Pound Lake,TDS,mg/L,1989-06-19,NA
Buffalo Pound Lake,TDS,mg/L,1989-07-24,NA
Buffalo Pound Lake,TDS,mg/L,1989-08-14,NA
Buffalo Pound Lake,TDS,mg/L,1989-10-30,NA
Buffalo Pound Lake,TDS,mg/L,1990-02-26,NA
Buffalo Pound Lake,TDS,mg/L,1990-05-01,NA
Buffalo Pound Lake,TDS,mg/L,1990-06-04,NA
Buffalo Pound Lake,TDS,mg/L,1990-07-09,NA
Buffalo Pound Lake,TDS,mg/L,1990-08-20,NA
Buffalo Pound Lake,TDS,mg/L,1991-03-13,NA
Buffalo Pound Lake,TDS,mg/L,1991-04-23,NA
Buffalo Pound Lake,TDS,mg/L,1991-08-20,NA
Buffalo Pound Lake,TDS,mg/L,1991-12-05,NA
Buffalo Pound Lake,TDS,mg/L,1992-04-28,NA
Buffalo Pound Lake,TDS,mg/L,1992-07-27,NA
Buffalo Pound Lake,TDS,mg/L,1992-09-22,NA
Buffalo Pound Lake,TDS,mg/L,1992-12-14,NA
Buffalo Pound Lake,TDS,mg/L,1993-05-01,NA
Buffalo Pound Lake,TDS,mg/L,1994-05-09,NA
Buffalo Pound Lake,TDS,mg/L,1995-05-15,NA
Buffalo Pound Lake,TDS,mg/L,1995-10-23,NA
Buffalo Pound Lake,TDS,mg/L,1996-05-27,NA
Buffalo Pound Lake,TDS,mg/L,1996-10-21,NA
Buffalo Pound Lake,TDS,mg/L,1997-05-12,NA
Buffalo Pound Lake,TDS,mg/L,1997-08-18,NA
Buffalo Pound Lake,TDS,mg/L,1998-06-01,NA
Buffalo Pound Lake,TDS,mg/L,1999-07-19,NA
Buffalo Pound Lake,TDS,mg/L,2000-05-08,NA
Buffalo Pound Lake,TDS,mg/L,2000-07-10,NA
Buffalo Pound Lake,TDS,mg/L,2000-10-02,NA
Buffalo Pound Lake,TDS,mg/L,2001-05-28,NA
Buffalo Pound Lake,TDS,mg/L,2001-08-13,NA
Buffalo Pound Lake,TDS,mg/L,2001-10-15,NA
Buffalo Pound Lake,TDS,mg/L,2002-05-13,NA
Buffalo Pound Lake,TDS,mg/L,2004-06-14,NA
Buffalo Pound Lake,TDS,mg/L,2005-05-16,NA
Buffalo Pound Lake,TDS,mg/L,2006-06-19,324
Buffalo Pound Lake,TDS,mg/L,2007-06-11,336
Buffalo Pound Lake,TDS,mg/L,2008-05-26,378
Buffalo Pound Lake,TDS,mg/L,2008-08-19,304
Buffalo Pound Lake,TDS,mg/L,2009-04-20,386
Buffalo Pound Lake,TDS,mg/L,2009-05-27,290
Buffalo Pound Lake,TDS,mg/L,2009-06-22,292
Buffalo Pound Lake,TDS,mg/L,2009-09-21,320
Buffalo Pound Lake,TDS,mg/L,2010-06-01,316
Buffalo Pound Lake,TDS,mg/L,2011-06-28,366
Buffalo Pound Lake,TDS,mg/L,2012-06-20,414
Buffalo Pound Lake,TDS (calc),mg/L,1980-02-11,601.0999999999999
Buffalo Pound Lake,TDS (calc),mg/L,1980-02-26,21.5
Buffalo Pound Lake,TDS (calc),mg/L,1980-04-14,604.7
Buffalo Pound Lake,TDS (calc),mg/L,1980-05-12,430.8
Buffalo Pound Lake,TDS (calc),mg/L,1980-06-10,NA
Buffalo Pound Lake,TDS (calc),mg/L,1980-07-16,218
Buffalo Pound Lake,TDS (calc),mg/L,1980-09-16,234.29999999999998
Buffalo Pound Lake,TDS (calc),mg/L,1980-11-12,163
Buffalo Pound Lake,TDS (calc),mg/L,1981-01-20,504.5
Buffalo Pound Lake,TDS (calc),mg/L,1981-03-10,312
Buffalo Pound Lake,TDS (calc),mg/L,1981-05-11,449.3
Buffalo Pound Lake,TDS (calc),mg/L,1981-07-21,363
Buffalo Pound Lake,TDS (calc),mg/L,1981-09-15,231
Buffalo Pound Lake,TDS (calc),mg/L,1981-11-17,212
Buffalo Pound Lake,TDS (calc),mg/L,1982-02-23,280
Buffalo Pound Lake,TDS (calc),mg/L,1982-03-23,431
Buffalo Pound Lake,TDS (calc),mg/L,1982-05-25,227
Buffalo Pound Lake,TDS (calc),mg/L,1982-07-20,65
Buffalo Pound Lake,TDS (calc),mg/L,1982-10-12,276
Buffalo Pound Lake,TDS (calc),mg/L,1983-02-15,485
Buffalo Pound Lake,TDS (calc),mg/L,1983-05-31,401
Buffalo Pound Lake,TDS (calc),mg/L,1983-07-11,355
Buffalo Pound Lake,TDS (calc),mg/L,1984-03-20,271
Buffalo Pound Lake,TDS (calc),mg/L,1988-10-17,401.94
Buffalo Pound Lake,TDS (calc),mg/L,1989-03-14,565
Buffalo Pound Lake,TDS (calc),mg/L,1989-06-19,409.6
Buffalo Pound Lake,TDS (calc),mg/L,1989-07-24,371.3
Buffalo Pound Lake,TDS (calc),mg/L,1989-08-14,352.7
Buffalo Pound Lake,TDS (calc),mg/L,1989-10-30,376.8
Buffalo Pound Lake,TDS (calc),mg/L,1990-02-26,475.3
Buffalo Pound Lake,TDS (calc),mg/L,1990-05-01,385.7
Buffalo Pound Lake,TDS (calc),mg/L,1990-06-04,366.2
Buffalo Pound Lake,TDS (calc),mg/L,1990-07-09,340.29999999999995
Buffalo Pound Lake,TDS (calc),mg/L,1990-08-20,352.2
Buffalo Pound Lake,TDS (calc),mg/L,1991-03-13,451.1
Buffalo Pound Lake,TDS (calc),mg/L,1991-04-23,318.79999999999995
Buffalo Pound Lake,TDS (calc),mg/L,1991-08-20,239.81
Buffalo Pound Lake,TDS (calc),mg/L,1991-12-05,455.1
Buffalo Pound Lake,TDS (calc),mg/L,1992-04-28,399.5
Buffalo Pound Lake,TDS (calc),mg/L,1992-07-27,417
Buffalo Pound Lake,TDS (calc),mg/L,1992-09-22,367
Buffalo Pound Lake,TDS (calc),mg/L,1992-12-14,404
Buffalo Pound Lake,TDS (calc),mg/L,1993-05-01,384.5
Buffalo Pound Lake,TDS (calc),mg/L,1994-05-09,359.5
Buffalo Pound Lake,TDS (calc),mg/L,1995-05-15,447
Buffalo Pound Lake,TDS (calc),mg/L,1995-10-23,380.8
Buffalo Pound Lake,TDS (calc),mg/L,1996-05-27,346.59999999999997
Buffalo Pound Lake,TDS (calc),mg/L,1996-10-21,457.40000000000003
Buffalo Pound Lake,TDS (calc),mg/L,1997-05-12,376.79999999999995
Buffalo Pound Lake,TDS (calc),mg/L,1997-08-18,431.2
Buffalo Pound Lake,TDS (calc),mg/L,1998-06-01,460.5
Buffalo Pound Lake,TDS (calc),mg/L,1999-07-19,350.80000000000007
Buffalo Pound Lake,TDS (calc),mg/L,2000-05-08,461.30000000000007
Buffalo Pound Lake,TDS (calc),mg/L,2000-07-10,366.5
Buffalo Pound Lake,TDS (calc),mg/L,2000-10-02,413.2
Buffalo Pound Lake,TDS (calc),mg/L,2001-05-28,470
Buffalo Pound Lake,TDS (calc),mg/L,2001-08-13,395.3
Buffalo Pound Lake,TDS (calc),mg/L,2001-10-15,415.7
Buffalo Pound Lake,TDS (calc),mg/L,2002-05-13,428.3
Buffalo Pound Lake,TDS (calc),mg/L,2004-06-14,373.38000000000005
Buffalo Pound Lake,TDS (calc),mg/L,2005-05-16,381.28999999999996
Buffalo Pound Lake,TDS (calc),mg/L,2006-06-19,417.8
Buffalo Pound Lake,TDS (calc),mg/L,2007-06-11,405
Buffalo Pound Lake,TDS (calc),mg/L,2008-05-26,453.34000000000003
Buffalo Pound Lake,TDS (calc),mg/L,2008-08-19,378.18000000000006
Buffalo Pound Lake,TDS (calc),mg/L,2009-04-20,504.8
Buffalo Pound Lake,TDS (calc),mg/L,2009-05-27,374.0899999999999
Buffalo Pound Lake,TDS (calc),mg/L,2009-06-22,368.325
Buffalo Pound Lake,TDS (calc),mg/L,2009-09-21,376.905
Buffalo Pound Lake,TDS (calc),mg/L,2010-06-01,398.558
Buffalo Pound Lake,TDS (calc),mg/L,2011-06-28,481.738
Buffalo Pound Lake,TDS (calc),mg/L,2012-06-20,503.6450000000001
Buffalo Pound Lake,p-Alkalinity,mg/L CaCO3,1980-02-11,0
Buffalo Pound Lake,p-Alkalinity,mg/L CaCO3,1980-02-26,NA
Buffalo Pound Lake,p-Alkalinity,mg/L CaCO3,1980-04-14,0
Buffalo Pound Lake,p-Alkalinity,mg/L CaCO3,1980-05-12,0
Buffalo Pound Lake,p-Alkalinity,mg/L CaCO3,1980-06-10,4
Buffalo Pound Lake,p-Alkalinity,mg/L CaCO3,1980-07-16,6
Buffalo Pound Lake,p-Alkalinity,mg/L CaCO3,1980-09-16,0
Buffalo Pound Lake,p-Alkalinity,mg/L CaCO3,1980-11-12,NA
Buffalo Pound Lake,p-Alkalinity,mg/L CaCO3,1981-01-20,0
Buffalo Pound Lake,p-Alkalinity,mg/L CaCO3,1981-03-10,1
Buffalo Pound Lake,p-Alkalinity,mg/L CaCO3,1981-05-11,4
Buffalo Pound Lake,p-Alkalinity,mg/L CaCO3,1981-07-21,0
Buffalo Pound Lake,p-Alkalinity,mg/L CaCO3,1981-09-15,4
Buffalo Pound Lake,p-Alkalinity,mg/L CaCO3,1981-11-17,1
Buffalo Pound Lake,p-Alkalinity,mg/L CaCO3,1982-02-23,0
Buffalo Pound Lake,p-Alkalinity,mg/L CaCO3,1982-03-23,0
Buffalo Pound Lake,p-Alkalinity,mg/L CaCO3,1982-05-25,4
Buffalo Pound Lake,p-Alkalinity,mg/L CaCO3,1982-07-20,NA
Buffalo Pound Lake,p-Alkalinity,mg/L CaCO3,1982-10-12,1
Buffalo Pound Lake,p-Alkalinity,mg/L CaCO3,1983-02-15,0
Buffalo Pound Lake,p-Alkalinity,mg/L CaCO3,1983-05-31,1
Buffalo Pound Lake,p-Alkalinity,mg/L CaCO3,1983-07-11,3
Buffalo Pound Lake,p-Alkalinity,mg/L CaCO3,1984-03-20,0
Buffalo Pound Lake,p-Alkalinity,mg/L CaCO3,1988-10-17,0
Buffalo Pound Lake,p-Alkalinity,mg/L CaCO3,1989-03-14,0
Buffalo Pound Lake,p-Alkalinity,mg/L CaCO3,1989-06-19,3
Buffalo Pound Lake,p-Alkalinity,mg/L CaCO3,1989-07-24,0
Buffalo Pound Lake,p-Alkalinity,mg/L CaCO3,1989-08-14,4
Buffalo Pound Lake,p-Alkalinity,mg/L CaCO3,1989-10-30,0
Buffalo Pound Lake,p-Alkalinity,mg/L CaCO3,1990-02-26,0
Buffalo Pound Lake,p-Alkalinity,mg/L CaCO3,1990-05-01,0
Buffalo Pound Lake,p-Alkalinity,mg/L CaCO3,1990-06-04,0
Buffalo Pound Lake,p-Alkalinity,mg/L CaCO3,1990-07-09,0
Buffalo Pound Lake,p-Alkalinity,mg/L CaCO3,1990-08-20,2.1
Buffalo Pound Lake,p-Alkalinity,mg/L CaCO3,1991-03-13,0
Buffalo Pound Lake,p-Alkalinity,mg/L CaCO3,1991-04-23,2
Buffalo Pound Lake,p-Alkalinity,mg/L CaCO3,1991-08-20,13
Buffalo Pound Lake,p-Alkalinity,mg/L CaCO3,1991-12-05,0
Buffalo Pound Lake,p-Alkalinity,mg/L CaCO3,1992-04-28,0
Buffalo Pound Lake,p-Alkalinity,mg/L CaCO3,1992-07-27,0
Buffalo Pound Lake,p-Alkalinity,mg/L CaCO3,1992-09-22,0
Buffalo Pound Lake,p-Alkalinity,mg/L CaCO3,1992-12-14,0
Buffalo Pound Lake,p-Alkalinity,mg/L CaCO3,1993-05-01,2
Buffalo Pound Lake,p-Alkalinity,mg/L CaCO3,1994-05-09,0
Buffalo Pound Lake,p-Alkalinity,mg/L CaCO3,1995-05-15,2
Buffalo Pound Lake,p-Alkalinity,mg/L CaCO3,1995-10-23,1
Buffalo Pound Lake,p-Alkalinity,mg/L CaCO3,1996-05-27,0
Buffalo Pound Lake,p-Alkalinity,mg/L CaCO3,1996-10-21,0
Buffalo Pound Lake,p-Alkalinity,mg/L CaCO3,1997-05-12,10
Buffalo Pound Lake,p-Alkalinity,mg/L CaCO3,1997-08-18,3
Buffalo Pound Lake,p-Alkalinity,mg/L CaCO3,1998-06-01,0
Buffalo Pound Lake,p-Alkalinity,mg/L CaCO3,1999-07-19,6
Buffalo Pound Lake,p-Alkalinity,mg/L CaCO3,2000-05-08,2
Buffalo Pound Lake,p-Alkalinity,mg/L CaCO3,2000-07-10,1
Buffalo Pound Lake,p-Alkalinity,mg/L CaCO3,2000-10-02,1
Buffalo Pound Lake,p-Alkalinity,mg/L CaCO3,2001-05-28,0
Buffalo Pound Lake,p-Alkalinity,mg/L CaCO3,2001-08-13,5
Buffalo Pound Lake,p-Alkalinity,mg/L CaCO3,2001-10-15,4
Buffalo Pound Lake,p-Alkalinity,mg/L CaCO3,2002-05-13,3
Buffalo Pound Lake,p-Alkalinity,mg/L CaCO3,2004-06-14,0
Buffalo Pound Lake,p-Alkalinity,mg/L CaCO3,2005-05-16,0
Buffalo Pound Lake,p-Alkalinity,mg/L CaCO3,2006-06-19,2.12
Buffalo Pound Lake,p-Alkalinity,mg/L CaCO3,2007-06-11,3
Buffalo Pound Lake,p-Alkalinity,mg/L CaCO3,2008-05-26,0
Buffalo Pound Lake,p-Alkalinity,mg/L CaCO3,2008-08-19,NA
Buffalo Pound Lake,p-Alkalinity,mg/L CaCO3,2009-04-20,0
Buffalo Pound Lake,p-Alkalinity,mg/L CaCO3,2009-05-27,1
Buffalo Pound Lake,p-Alkalinity,mg/L CaCO3,2009-06-22,3
